    3775.859400      16.318000       0.013981      -0.010616
    3780.884190      16.289000       0.012749       0.018384
    3786.858180      16.302000       0.015258       0.005384
    3787.833050      16.287000       0.015258       0.020384
    3790.863690      16.304000       0.013981       0.003384
    3792.860330      16.326000       0.011575      -0.018616
    3794.817290      16.317000       0.013981      -0.009616
    3795.896590      16.311000       0.012749      -0.003616
    3797.896790      16.336000       0.012749      -0.028616
    3799.851670      16.285000       0.013981       0.022384
    3800.878010      16.315000       0.012749      -0.007616
    3801.860170      16.329000       0.012749      -0.021616
    3802.825760      16.314000       0.012749      -0.006616
    3803.861000      16.330000       0.012749      -0.022616
    3805.777110      16.317000       0.013981      -0.009616
    3806.797200      16.291000       0.012749       0.016384
    3807.810930      16.315000       0.013981      -0.007616
    3808.770630      16.308000       0.013981      -0.000616
    3809.773440      16.281000       0.012749       0.026384
    3810.818040      16.303000       0.012749       0.004384
    3811.814050      16.286000       0.013981       0.021384
    3812.805750      16.305000       0.013981       0.002384
    3813.778350      16.298000       0.012749       0.009384
    3814.798620      16.295000       0.012749       0.012384
    3817.829010      16.302000       0.012749       0.005383
    3818.860800      16.314000       0.012749      -0.006617
    3819.776450      16.313000       0.011575      -0.005617
    3820.746700      16.315000       0.012749      -0.007617
    3820.914170      16.336000       0.013981      -0.028617
    3821.747160      16.319000       0.012749      -0.011617
    3822.789300      16.302000       0.012749       0.005383
    3823.748150      16.302000       0.012749       0.005383
    3824.762870      16.321000       0.013981      -0.013617
    3825.776470      16.315000       0.015258      -0.007617
    3826.756370      16.293000       0.012749       0.014383
    3828.738940      16.291000       0.015258       0.016383
    3829.787790      16.309000       0.012749      -0.001617
    3830.701650      16.304000       0.012749       0.003383
    3831.705560      16.312000       0.011575      -0.004617
    3832.726550      16.309000       0.012749      -0.001617
    3833.732030      16.311000       0.011575      -0.003617
    3834.704920      16.304000       0.015258       0.003383
    3835.710740      16.300000       0.013981       0.007383
    3835.896790      16.332000       0.011575      -0.024617
    3836.739140      16.291000       0.012749       0.016383
    3836.906750      16.293000       0.012749       0.014383
    3837.705660      16.293000       0.015258       0.014383
    3837.877910      16.310000       0.011575      -0.002617
    3839.714470      16.281000       0.015258       0.026383
    3839.900980      16.306000       0.015258       0.001383
    3840.726450      16.286000       0.012749       0.021383
    3840.885240      16.295000       0.012749       0.012383
    3841.684400      16.310000       0.016569      -0.002617
    3841.915770      16.303000       0.012749       0.004383
    3842.700030      16.290000       0.020642       0.017383
    3842.816510      16.322000       0.012749      -0.014617
    3845.694100      16.302000       0.020642       0.005383
    3845.876750      16.318000       0.020642      -0.010617
    3846.674540      16.308000       0.013981      -0.000617
    3847.771310      16.312000       0.015258      -0.004617
    3847.926600      16.325000       0.016569      -0.017617
    3848.726250      16.338000       0.012749      -0.030617
    3849.689980      16.301000       0.012749       0.006383
    3849.924860      16.316000       0.012749      -0.008617
    3850.668210      16.316000       0.012749      -0.008617
    3850.841190      16.317000       0.012749      -0.009617
    3850.912740      16.323000       0.012749      -0.015617
    3851.681920      16.332000       0.012749      -0.024617
    3851.847690      16.311000       0.013981      -0.003618
    3852.673190      16.283000       0.012749       0.024382
    3852.901660      16.314000       0.013981      -0.006618
    3853.661460      16.310000       0.013981      -0.002618
    3853.829090      16.333000       0.011575      -0.025618
    3853.900540      16.303000       0.011575       0.004382
    3854.701240      16.306000       0.012749       0.001382
    3855.695420      16.287000       0.011575       0.020382
    3856.651430      16.326000       0.012749      -0.018618
    3856.817830      16.335000       0.012749      -0.027618
    3857.887660      16.309000       0.011575      -0.001618
    3858.674000      16.319000       0.012749      -0.011618
    3859.765650      16.333000       0.012749      -0.025618
    3860.786720      16.330000       0.015258      -0.022618
    3861.640320      16.297000       0.013981       0.010382
    3861.747260      16.341000       0.012749      -0.033618
    3862.637470      16.316000       0.012749      -0.008618
    3862.833360      16.293000       0.011575       0.014382
    3862.909410      16.298000       0.012749       0.009382
    3863.660950      16.303000       0.012749       0.004382
    3863.881210      16.313000       0.011575      -0.005618
    3864.638570      16.295000       0.013981       0.012382
    3864.841460      16.339000       0.011575      -0.031618
    3865.708880      16.329000       0.012749      -0.021618
    3865.851430      16.296000       0.012749       0.011382
    3865.921490      16.292000       0.011575       0.015382
    3866.660540      16.337000       0.012749      -0.029618
    3866.800120      16.341000       0.012749      -0.033618
    3866.870060      16.295000       0.012749       0.012382
    3867.675420      16.303000       0.012749       0.004382
    3867.861020      16.305000       0.012749       0.002382
    3867.934440      16.321000       0.012749      -0.013618
    3868.683350      16.315000       0.013981      -0.007618
    3868.827360      16.345000       0.013981      -0.037618
    3868.907190      16.336000       0.015258      -0.028618
    3869.660250      16.296000       0.012749       0.011382
    3869.842620      16.303000       0.013981       0.004382
    3872.744720      16.322000       0.012749      -0.014618
    3873.666430      16.294000       0.012749       0.013382
    3873.880590      16.287000       0.012749       0.020382
    3874.718280      16.324000       0.013981      -0.016618
    3874.892270      16.306000       0.012749       0.001382
    3875.678150      16.300000       0.011575       0.007382
    3875.833860      16.310000       0.011575      -0.002618
    3875.924270      16.287000       0.011575       0.020382
    3876.598790      16.313000       0.011575      -0.005619
    3877.682850      16.326000       0.011575      -0.018619
